image_path,file_name,source,width,height,annotate,quality_status,view_label,occlusion,notes
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8b9c530f9ce7dfdd.jpg,8b9c530f9ce7dfdd.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8c2381642959e2b3.jpg,8c2381642959e2b3.jpg,images,1199,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8ce3578b4956d80c.jpg,8ce3578b4956d80c.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8cfe09413b2fd74e.jpg,8cfe09413b2fd74e.jpg,images,1200,695,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8dca78735b6022e6.jpg,8dca78735b6022e6.jpg,images,1200,800,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\8ef7be9455897686.jpg,8ef7be9455897686.jpg,images,1200,736,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\9172aeff0c5b5358.png,9172aeff0c5b5358.png,images,1200,716,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\91ac3fd9b27f2ed2.jpg,91ac3fd9b27f2ed2.jpg,images,674,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\91bb965ba1b60bd0.jpg,91bb965ba1b60bd0.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\92f7ae9d215f5dcf.jpg,92f7ae9d215f5dcf.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\94169212d5dbec27.jpg,94169212d5dbec27.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\941c585afa8dd24f.jpg,941c585afa8dd24f.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\95b359549f9f5d27.jpg,95b359549f9f5d27.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\95d39e09a4d32c35.jpg,95d39e09a4d32c35.jpg,images,1200,583,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\96d9d6964ba6442d.jpeg,96d9d6964ba6442d.jpeg,images,494,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\97e2c4897991d6a1.jpeg,97e2c4897991d6a1.jpeg,images,1199,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\982fbd4d697cd660.jpeg,982fbd4d697cd660.jpeg,images,1200,827,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\9867d3481fde260f.jpg,9867d3481fde260f.jpg,images,1029,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\99f490d4112fe346.jpeg,99f490d4112fe346.jpeg,images,552,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\9a462a1c90e71fb4.jpg,9a462a1c90e71fb4.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\9cfc164c37b326ec.jpg,9cfc164c37b326ec.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a109322c5637a80a.jpg,a109322c5637a80a.jpg,images,405,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a12c23c27fbed372.jpg,a12c23c27fbed372.jpg,images,662,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a36c4c4bdf896149.jpg,a36c4c4bdf896149.jpg,images,1200,670,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a44e26aebe66e918.jpg,a44e26aebe66e918.jpg,images,1200,753,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a652d042b2f1862a.jpg,a652d042b2f1862a.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a67b09a6c0c650c5.jpeg,a67b09a6c0c650c5.jpeg,images,678,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a71ff3faa8e6f975.jpeg,a71ff3faa8e6f975.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a746b2825e21f7ce.jpg,a746b2825e21f7ce.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a7910f6dd3a6e922.jpg,a7910f6dd3a6e922.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a79f910224ae050d.jpeg,a79f910224ae050d.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\a85b0b32354c117e.jpg,a85b0b32354c117e.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ab9fceb0f5c56293.jpeg,ab9fceb0f5c56293.jpeg,images,1200,863,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\af6ea9c42a6cc19a.jpg,af6ea9c42a6cc19a.jpg,images,416,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\afc2ea37cce0693b.jpeg,afc2ea37cce0693b.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\afc505ec276515be.jpg,afc505ec276515be.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\affe4695a43a616b.jpg,affe4695a43a616b.jpg,images,1200,686,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b08c2b3d35e634bd.jpg,b08c2b3d35e634bd.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b15d80001e35c398.jpg,b15d80001e35c398.jpg,images,671,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b24309c484a86a27.png,b24309c484a86a27.png,images,890,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b301b5534e75ecdc.jpeg,b301b5534e75ecdc.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b4a6fdedc4ab6f09.jpg,b4a6fdedc4ab6f09.jpg,images,1200,795,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b4e44df62050a423.jpg,b4e44df62050a423.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b5cf4cfbb67db944.jpg,b5cf4cfbb67db944.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b62a08c9b1efbc03.jpeg,b62a08c9b1efbc03.jpeg,images,1188,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b74f454bc166e934.jpg,b74f454bc166e934.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b784a04b8455776a.jpg,b784a04b8455776a.jpg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b856c470f1c7c49c.jpg,b856c470f1c7c49c.jpg,images,749,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\b9f10fdc31101bb1.jpeg,b9f10fdc31101bb1.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ba3e8c14260679b4.jpeg,ba3e8c14260679b4.jpeg,images,416,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ba3f5051b3a2821a.png,ba3f5051b3a2821a.png,images,1200,796,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ba9f94bc0ba3ba38.jpeg,ba9f94bc0ba3ba38.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\bb8562935d5086f3.png,bb8562935d5086f3.png,images,1200,804,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\bc0dd6a8613cd962.jpg,bc0dd6a8613cd962.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\bc6b9ff32c93bc7e.jpg,bc6b9ff32c93bc7e.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\bdfe0620a69d0e82.jpg,bdfe0620a69d0e82.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\be36e67bd5e14415.jpg,be36e67bd5e14415.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\be90b5c2f7957750.jpg,be90b5c2f7957750.jpg,images,861,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\bebae0b4ff688ccf.jpg,bebae0b4ff688ccf.jpg,images,1200,766,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\bf5dbb8adea2a040.jpg,bf5dbb8adea2a040.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c1a11abb1dd5470a.jpg,c1a11abb1dd5470a.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c1a8b4b07dc94c26.png,c1a8b4b07dc94c26.png,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c1cced1f4a0d20aa.jpeg,c1cced1f4a0d20aa.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c238ba1b75ad01d1.jpg,c238ba1b75ad01d1.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c2d3504c0a0e394a.png,c2d3504c0a0e394a.png,images,673,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c309370e0290cd98.jpg,c309370e0290cd98.jpg,images,1200,769,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c3e35e57e2683736.jpeg,c3e35e57e2683736.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c45c9ea3ac6a9779.jpg,c45c9ea3ac6a9779.jpg,images,1200,754,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c4d958feb5a20a5a.jpeg,c4d958feb5a20a5a.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c511b27f18f1dba4.jpg,c511b27f18f1dba4.jpg,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c55e5727604f66dc.jpeg,c55e5727604f66dc.jpeg,images,1200,848,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c738d9dcb484a703.jpg,c738d9dcb484a703.jpg,images,1200,806,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c757550bc8187155.jpeg,c757550bc8187155.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c7f302b8b65b1d95.jpg,c7f302b8b65b1d95.jpg,images,398,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c8f0de33a467b765.jpg,c8f0de33a467b765.jpg,images,1200,845,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\c92df1b06fc4ae12.jpg,c92df1b06fc4ae12.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ca0acb006239b1e0.jpg,ca0acb006239b1e0.jpg,images,1200,898,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ca6270ae0a8544b8.png,ca6270ae0a8544b8.png,images,1200,874,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\caa2287fbd7152a4.jpg,caa2287fbd7152a4.jpg,images,1200,725,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\cadb27a6aa85efb1.png,cadb27a6aa85efb1.png,images,416,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\cb6a37bb6bfeec6b.jpeg,cb6a37bb6bfeec6b.jpeg,images,1186,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\cd23aa6f4453b84b.png,cd23aa6f4453b84b.png,images,1187,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ce3b56b0061611fd.jpg,ce3b56b0061611fd.jpg,images,1200,729,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\cef845197eeee015.jpeg,cef845197eeee015.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\cf21741de9ec5966.jpg,cf21741de9ec5966.jpg,images,1200,709,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d07e5819e8d41003.jpg,d07e5819e8d41003.jpg,images,1200,889,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d0a88d68d64aa13c.jpg,d0a88d68d64aa13c.jpg,images,802,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d13a59791bef6fec.jpg,d13a59791bef6fec.jpg,images,1200,790,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d3f5b7bdf86b728a.jpg,d3f5b7bdf86b728a.jpg,images,1013,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d45a47f731f60420.jpeg,d45a47f731f60420.jpeg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d4a2da4368a840f1.jpeg,d4a2da4368a840f1.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d4a69be39d765af1.jpeg,d4a69be39d765af1.jpeg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d6df466ba2684a4d.jpg,d6df466ba2684a4d.jpg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d74bcbf8d34088b9.jpeg,d74bcbf8d34088b9.jpeg,images,1200,867,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d7e8d746d115c567.jpg,d7e8d746d115c567.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d9460f6c45bca376.jpg,d9460f6c45bca376.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\d96aed054b335b44.jpg,d96aed054b335b44.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\da275270353debe3.jpeg,da275270353debe3.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dacae8000b1ec743.jpg,dacae8000b1ec743.jpg,images,1200,568,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dbd9a015493815d1.png,dbd9a015493815d1.png,images,1200,652,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dd2dfd74ea5baeb6.jpg,dd2dfd74ea5baeb6.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dd606cfa9c3d6f94.jpeg,dd606cfa9c3d6f94.jpeg,images,1200,693,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dd97bb0fa74a6b15.jpg,dd97bb0fa74a6b15.jpg,images,900,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ddc3fa0349a2ce6d.jpg,ddc3fa0349a2ce6d.jpg,images,576,374,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dde01e4df5a9075e.jpeg,dde01e4df5a9075e.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dedd9b319d949691.jpeg,dedd9b319d949691.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\df69e62ea412f27f.jpg,df69e62ea412f27f.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\dfcc47eedf83326a.jpg,dfcc47eedf83326a.jpg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e05bf555ee6742e7.jpeg,e05bf555ee6742e7.jpeg,images,1200,855,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e0677bcc72188769.jpg,e0677bcc72188769.jpg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e0b36b7aebaaca53.png,e0b36b7aebaaca53.png,images,1200,715,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e24fc1ae9edb5e3c.jpg,e24fc1ae9edb5e3c.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e3dc8db312c118fc.jpg,e3dc8db312c118fc.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e49f6649a776d233.jpg,e49f6649a776d233.jpg,images,1036,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e4cd2961487df4da.jpeg,e4cd2961487df4da.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e6200b4d51ceed33.jpg,e6200b4d51ceed33.jpg,images,1200,675,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e6d2884385d90ef9.jpeg,e6d2884385d90ef9.jpeg,images,1200,700,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e758ee5e7853505f.jpeg,e758ee5e7853505f.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e779de0c042cddb1.jpg,e779de0c042cddb1.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\e790ed8806cf0859.jpg,e790ed8806cf0859.jpg,images,1184,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\eb53823c5aaccc05.png,eb53823c5aaccc05.png,images,1200,708,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ed449c53d6496973.jpg,ed449c53d6496973.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ed7babcd9f10d6b2.jpg,ed7babcd9f10d6b2.jpg,images,897,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ee4c623ef21479ce.jpeg,ee4c623ef21479ce.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ee74f65d897a9e7a.jpg,ee74f65d897a9e7a.jpg,images,1068,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ee882d16de170df7.jpg,ee882d16de170df7.jpg,images,406,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ef7ce2c0afce0355.jpg,ef7ce2c0afce0355.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ef9e090fca2f01f7.jpg,ef9e090fca2f01f7.jpg,images,887,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\efd1f20d9922867c.jpeg,efd1f20d9922867c.jpeg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\efdf514933cf7180.jpg,efdf514933cf7180.jpg,images,913,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f248c99cd643c392.jpg,f248c99cd643c392.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f281925e5f1dfcc4.jpeg,f281925e5f1dfcc4.jpeg,images,426,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f4e34a3cab6cedeb.jpg,f4e34a3cab6cedeb.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f4f014176a0e4d59.png,f4f014176a0e4d59.png,images,506,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f58965a75ab7ac66.png,f58965a75ab7ac66.png,images,1200,744,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f5a825690b7ad5a1.jpg,f5a825690b7ad5a1.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f6e0f4af8ee8712e.jpg,f6e0f4af8ee8712e.jpg,images,827,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f6e82fe149501d2b.jpg,f6e82fe149501d2b.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f743519dc8483f07.png,f743519dc8483f07.png,images,1200,870,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\f7e021126447850a.jpg,f7e021126447850a.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fb4572675f9569b4.jpg,fb4572675f9569b4.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fba80afbbbc07c31.jpeg,fba80afbbbc07c31.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fc86c9764976dd41.jpg,fc86c9764976dd41.jpg,images,455,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fcf50bf11a266645.jpeg,fcf50bf11a266645.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fd983881634fd1d9.png,fd983881634fd1d9.png,images,1200,754,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fdb422d935a2e14c.jpeg,fdb422d935a2e14c.jpeg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fe06d9eb1d4414bc.jpg,fe06d9eb1d4414bc.jpg,images,1200,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fe1eb0b864df19bc.jpg,fe1eb0b864df19bc.jpg,images,675,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\fe401ec0f2283881.jpg,fe401ec0f2283881.jpg,images,1200,836,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ff802dc46db25f69.png,ff802dc46db25f69.png,images,779,900,1,pending,,,
E:\cocoon\study\复习资料\数据可视化\bike_data_platform\data\raw\images\bike_index\ff82f1d6bf3ea86f.jpeg,ff82f1d6bf3ea86f.jpeg,images,1200,715,1,pending,,,
